year,genre,book_title,author_name,translator,editor,gender,birth_year,image_url,publishing_imprint,big_five,num_pages,link
2011,Fiction,11/22/63,Stephen King,,,male,1947,https://images.gr-assets.com/books/1327876792m/10644930.jpg,Scribner,Simon & Schuster,849,https://www.goodreads.com/book/show/10644930-11-22-63
2010,Fiction,The New Yorker Stories,Ann Beattie,,,female,1947,https://images.gr-assets.com/books/1326700766m/7841455.jpg,Scribner,Simon & Schuster,528,https://www.goodreads.com/book/show/7841455-the-new-yorker-stories
2010,Nonfiction,The Emperor Of All Maladies: A Biography Of Cancer,Siddhartha Mukherjee,,,male,1970,https://images.gr-assets.com/books/1280771091m/7170627.jpg,Scribner,Simon & Schuster,571,https://www.goodreads.com/book/show/7170627-the-emperor-of-all-maladies
2009,Fiction,Half Broke Horses: A True-life Novel,Jeannette Walls,,,female,1960,https://images.gr-assets.com/books/1348507420l/6366437.jpg,Scribner,Simon & Schuster,272,https://www.goodreads.com/book/show/6366437-half-broke-horses
2009,Fiction,A Short History Of Women,Kate Walbert,,,female,1961,https://images.gr-assets.com/books/1348278102l/3863987.jpg,Scribner,Simon & Schuster,256,https://www.goodreads.com/book/show/3863987-a-short-history-of-women
2009,Nonfiction,Raymond Carver: A Writer's Life,Carol Sklenicka,,,female,1948,https://images.gr-assets.com/books/1274275666l/5789689.jpg,Scribner,Simon & Schuster,592,https://www.goodreads.com/book/show/5789689-raymond-carver
2003,Fiction,Brick Lane,Monica Ali,,,female,1967,https://images.gr-assets.com/books/1433730686l/18723.jpg,Scribner,Simon & Schuster,432,https://www.goodreads.com/book/show/18723.Brick_Lane
2003,Nonfiction,"Random Family: Love, Drugs, Trouble, And Coming Of Age In The Bronx",Adrian Nicole LeBlanc,,,female,1963,https://images.gr-assets.com/books/1442198039l/385255.jpg,Scribner,Simon & Schuster,432,https://www.goodreads.com/book/show/385255.Random_Family
1999,Fiction,Close Range: Wyoming Stories,Annie Proulx,,,female,1935,https://images.gr-assets.com/books/1442895695l/27999.jpg,Scribner,Simon & Schuster,285,https://www.goodreads.com/book/show/27999.Close_Range
1996,Nonfiction,The Song Of The Dodo: Island Biogeography In An Age Of Extinctions,David Quammen,,,male,1948,https://images.gr-assets.com/books/1348638349l/546725.jpg,Scribner,Simon & Schuster,704,https://www.goodreads.com/book/show/546725.The_Song_Of_The_Dodo
2004,Fiction,The Master,Colm Toibin,,,male,1955,https://images.gr-assets.com/books/1400931609m/43691.jpg,Scribner,Simon & Schuster,339,https://www.goodreads.com/book/show/43691.The_Master
2006,Fiction,The Collected Stories Of Amy Hempel,Amy Hempel,,,female,1951,https://images.gr-assets.com/books/1388183911l/33299.jpg,Scribner,Simon & Schuster,409,https://www.goodreads.com/book/show/33299.The_Collected_Stories
2002,Nonfiction,Seeing In The Dark: How Backyard Stargazers Are Probing Deep Space And Guarding Earth From Interplanetary Peril,Timothy Ferris,,,male,1944,https://images.gr-assets.com/books/1344400133l/310328.jpg,Simon & Schuster,Simon & Schuster,400,https://www.goodreads.com/book/show/310328.Seeing_in_the_Dark_
2000,Nonfiction,"Way Out There In The Blue: Reagan, Star Wars And The End Of The Cold War",Frances FitzGerald,,,female,1940,https://images.gr-assets.com/books/1347284918l/310844.jpg,Simon & Schuster,Simon & Schuster,592,https://www.goodreads.com/book/show/310844.Way_Out_There_in_the_Blue
1997,Nonfiction,The Whole Shebang: A State-of-the-universe(s) Report,Timothy Ferris,,,male,1944,https://images.gr-assets.com/books/1347278841m/310330.jpg,Simon & Schuster,Simon & Schuster,400,https://www.goodreads.com/book/show/310330.The_Whole_Shebang
2004,Nonfiction,Chronicles: Volume One,Bob Dylan,,,male,1941,https://images.gr-assets.com/books/1348218030l/14318.jpg,Simon & Schuster,Simon & Schuster,320,https://www.goodreads.com/book/show/14318.Chronicles_Vol_1
2001,Nonfiction,John Adams,David McCullough,,,male,1933,https://images.gr-assets.com/books/1478144278m/2203.jpg,Simon & Schuster,Simon & Schuster,751,https://www.goodreads.com/book/show/2203.John_Adams
1999,Nonfiction,Reading The Holocaust,Inga Clendinnen,,,female,1934,https://images.gr-assets.com/books/1386923664l/48840.jpg,Cambridge University Press,University Press,238,https://www.goodreads.com/book/show/48840.Reading_the_Holocaust
1999,Nonfiction,"An Affair Of State : The Investigation, Impeachment, And Trial Of President Clinton",Richard A. Posner,,,male,1939,https://images.gr-assets.com/books/1348074887l/726514.jpg,Harvard University Press,University Press,288,https://www.goodreads.com/book/show/726514.An_Affair_of_State
2004,Nonfiction,Washington's Crossing,David Hackett Fischer,,,male,1935,https://images.gr-assets.com/books/1353284022m/1206073.jpg,"Oxford University Press, USA",University Press,564,https://www.goodreads.com/book/show/1206073.Washington_s_Crossing
2012,Nonfiction,Why Does The World Exist?: An Existential Detective Story,Jim Holt,,,male,1964,https://images.gr-assets.com/books/1343924778m/8854815.jpg,Liveright Publishing Corporation,W. W. Norton  Company,279,https://www.goodreads.com/book/show/8854815-why-does-the-world-exist
2014,Fiction,Family Life,Akhil Sharma,,,male,1971,https://images.gr-assets.com/books/1415582645m/22253764.jpg,W. W. Norton  Company,W. W. Norton  Company,240,https://www.goodreads.com/book/show/22253764-family-life
2003,Nonfiction,Khrushchev: The Man And His Era,William Taubman,,,male,1940,https://images.gr-assets.com/books/1388250699l/334050.jpg,W. W. Norton  Company,W. W. Norton  Company,896,https://www.goodreads.com/book/show/334050.Khrushchev
2000,Fiction,Beowulf: A New Verse Translation,Seamus Heaney,,,male,1939,https://images.gr-assets.com/books/1327878125l/52357.jpg,W. W. Norton  Company,W. W. Norton  Company,213,https://www.goodreads.com/book/show/52357.Beowulf
2000,Nonfiction,Rimbaud,Graham Robb,,,male,1958,https://images.gr-assets.com/books/1347767868l/148190.jpg,W. W. Norton  Company,W. W. Norton  Company,592,https://www.goodreads.com/book/show/148190.Rimbaud
1998,Nonfiction,Victor Hugo,Graham Robb,,,male,1958,https://images.gr-assets.com/books/1348954938l/63043.jpg,W. W. Norton  Company,W. W. Norton  Company,720,https://www.goodreads.com/book/show/63043.Victor_Hugo
2004,Nonfiction,Will In The World: How Shakespeare Became Shakespeare,Stephen Greenblatt,,,male,1943,https://images.gr-assets.com/books/1457121871m/25622782.jpg,W. W. Norton  Company,W. W. Norton  Company,464,https://www.goodreads.com/book/show/25622782-will-in-the-world
